,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient,SMA,EMA,RSI
2015-10-06,198.31,198.98,197.0,197.79,176.676876223,110274530,0.0000,1.0,177.9718,174.0946,54.3433
2015-10-05,196.46,198.74,196.33,198.47,177.284289519,126320842,0.0000,1.0,178.1122,173.8363,55.6957
2015-10-02,189.77,195.03,189.12,195.0,174.1846952,211003342,0.0000,1.0,178.2619,173.4916,49.7730
2015-10-01,192.08,192.49,189.82,192.13,171.621053788,131078964,0.0000,1.0,178.5126,173.4222,44.0261
2015-09-30,190.37,191.83,189.44,191.59,171.138696171,163452044,0.0000,1.0,178.8350,173.6024,42.8844
2015-09-29,188.27,189.74,186.93,188.08,168.003371657,159045572,0.0000,1.0,179.1755,173.8487,34.8652
2015-09-28,191.78,191.91,187.64,187.91,167.851518333,178515871,0.0000,1.0,179.5939,174.4333,34.4513
2015-09-25,194.64,195.0,191.81,192.87,172.282062375,155054777,0.0000,1.0,180.0127,175.0914,41.6159
2015-09-24,192.15,193.45,190.56,192.93,172.335657666,159378840,0.0000,1.0,180.3393,175.3724,41.7133
2015-09-23,194.11,194.67,192.91,193.6,172.934138414,92790620,0.0000,1.0,180.6357,175.6760,42.7512
2015-09-22,193.88,194.46,192.56,193.9,173.202114868,153890876,0.0000,1.0,180.9218,175.9502,43.1982
2015-09-21,196.44,197.68,195.21,196.44,175.47098218,105726209,0.0000,1.0,181.1854,176.2250,47.0664
2015-09-18,195.71,198.68,194.96,195.36,174.506266945,223657456,1.0334,1.0,181.3631,176.3005,45.1263
2015-09-17,200.02,202.89,199.28,199.7,177.444334614,276046618,0.0000,1.0,181.5125,176.4799,50.3445
2015-09-16,198.82,200.41,198.41,200.14,177.835298596,99581557,0.0000,1.0,181.5983,176.3834,51.0743
2015-09-15,196.61,198.99,195.96,198.45,176.333641483,113806176,0.0000,1.0,181.7382,176.2382,48.4070
2015-09-14,196.95,197.01,195.43,195.98,174.138911856,79451983,0.0000,1.0,181.8843,176.2287,44.2848
2015-09-11,195.38,196.82,194.53,196.74,174.814213279,119691212,0.0000,1.0,182.0858,176.4377,45.3193
2015-09-10,194.56,197.22,194.25,195.85,174.02339977,158611063,0.0000,1.0,182.2782,176.6000,43.8940
2015-09-09,199.32,199.47,194.35,194.76,173.05487536,149347735,0.0000,1.0,182.4567,176.8577,42.1801
2015-09-08,195.94,197.61,195.17,197.46,175.453972523,116025739,0.0000,1.0,182.6470,177.2380,45.3679
2015-09-04,192.85,193.86,191.61,192.59,171.126712084,207080961,0.0000,1.0,182.8681,177.4164,37.4504
2015-09-03,196.26,198.05,194.96,195.65,173.845688869,152087836,0.0000,1.0,183.1744,178.0453,40.9096
2015-09-02,194.62,195.46,192.42,195.41,173.632435788,160269331,0.0000,1.0,183.4385,178.4653,40.5094
2015-09-01,193.12,194.77,190.73,191.77,170.39809739,256000392,0.0000,1.0,183.7342,178.9486,34.2369
2015-08-31,198.11,199.13,197.01,197.54,175.525056883,163298816,0.0000,1.0,184.0918,179.8036,40.5264
2015-08-28,198.5,199.84,197.92,199.24,177.035599541,160414352,0.0000,1.0,184.3276,180.2315,42.6710
2015-08-27,197.02,199.42,195.21,199.16,176.964515181,274143906,0.0000,1.0,184.5486,180.5511,42.5382
2015-08-26,192.08,194.79,188.37,194.68,172.983790999,339256986,0.0000,1.0,184.7335,180.9097,34.6635
2015-08-25,195.43,195.45,186.92,187.23,166.364059938,369833071,0.0000,1.0,184.9921,181.7023,17.1262
2015-08-24,187.490005,197.479996,182.399994,189.5,168.381078664,507244300,0.0000,1.0,185.3626,183.2361,18.5337
2015-08-21,201.73,203.94,197.52,197.63,175.605026789,346588469,0.0000,1.0,185.7076,184.7216,25.5047
2015-08-20,206.51,208.29,203.9,204.01,181.274004529,194327884,0.0000,1.0,185.9384,185.6333,35.1343
2015-08-19,209.09,210.01,207.35,208.28,185.068132265,172864412,0.0000,1.0,186.0437,186.0692,45.9058
2015-08-18,210.26,210.68,209.7,209.93,186.534247198,71692678,0.0000,1.0,186.0287,186.1693,51.5799
2015-08-17,208.71,210.59,208.16,210.56,187.094036536,79072643,0.0000,1.0,185.9839,186.1329,53.9439
2015-08-14,208.43,209.51,208.26,209.36,186.02777113,72786528,0.0000,1.0,185.9517,186.0367,49.8811
2015-08-13,208.73,209.55,208.01,208.7,185.441325157,89383253,0.0000,1.0,185.9472,186.0376,47.5167
2015-08-12,207.11,209.14,205.36,208.92,185.636807148,172123672,0.0000,1.0,185.9861,186.0973,48.2208
2015-08-11,208.97,209.47,207.76,208.66,185.405782977,126081377,0.0000,1.0,186.0112,186.1433,47.3648
2015-08-10,209.28,210.67,209.28,210.63,187.156235351,80270676,0.0000,1.0,186.0447,186.2171,53.5988
2015-08-07,208.16,208.34,206.87,207.92,184.748252643,117857956,0.0000,1.0,186.0355,186.1232,44.2211
2015-08-06,210.29,210.42,207.65,208.35,185.13033108,116030803,0.0000,1.0,186.0978,186.2606,45.5783
2015-08-05,210.45,211.31,209.73,210.1,186.685301464,85786817,0.0000,1.0,186.1567,186.3737,51.5582
2015-08-04,209.7,210.25,208.8,209.32,185.99222895,81820823,0.0000,1.0,186.1492,186.3425,48.7767
2015-08-03,210.46,210.53,208.65,209.73,186.356536297,113965728,0.0000,1.0,186.1960,186.3775,50.1831
2015-07-31,211.42,211.45,210.16,210.45,186.996295541,103266857,0.0000,1.0,186.2446,186.3796,52.6591
2015-07-30,210.16,211.02,209.42,210.82,187.325060707,91304374,0.0000,1.0,186.2693,186.3180,53.9287
2015-07-29,209.48,211.04,209.31,210.77,187.280632982,105791255,0.0000,1.0,186.2902,186.2173,53.7889
2015-07-28,207.79,209.5,206.8,209.31,185.983343405,123544845,0.0000,1.0,186.3132,186.1109,49.6456
2015-07-27,208.0,208.0,206.26,206.74,183.699758328,132361082,0.0000,1.0,186.3505,186.1237,40.9987
2015-07-24,210.3,210.37,207.6,207.94,184.766023733,117754979,0.0000,1.0,186.4293,186.3661,44.2967
2015-07-23,211.53,211.65,209.75,210.14,186.720843644,90509128,0.0000,1.0,186.4482,186.5261,51.3255
2015-07-22,210.93,211.77,210.89,211.29,187.742681325,88667920,0.0000,1.0,186.4272,186.5066,55.6084
2015-07-21,212.43,212.74,211.39,211.76,188.160301942,77965048,0.0000,1.0,186.3969,186.3830,57.4270
2015-07-20,212.75,213.18,212.21,212.62,188.924458816,70446821,0.0000,1.0,186.3761,186.2053,60.8057
2015-07-17,212.29,212.55,211.8,212.47,188.79117564,89029973,0.0000,1.0,186.2914,185.9334,60.4286
2015-07-16,211.87,212.3,211.58,212.27,188.613464739,106683266,0.0000,1.0,186.1947,185.6476,59.9516
2015-07-15,210.73,211.28,210.04,210.63,187.156235351,97914141,0.0000,1.0,186.1168,185.3510,55.9041
2015-07-14,209.72,211.05,209.65,210.72,187.236205257,81709575,0.0000,1.0,186.1108,185.1705,56.1935
2015-07-13,208.99,209.9,208.94,209.76,186.383192932,106069400,0.0000,1.0,186.0926,184.9639,53.8259
2015-07-10,207.29,207.98,204.95,207.48,184.357288661,129456890,0.0000,1.0,186.0515,184.8220,47.5776
2015-07-09,207.04,207.35,204.77,204.8,181.975962588,144113107,0.0000,1.0,186.0882,184.8684,38.4930
2015-07-08,206.42,206.76,204.25,204.53,181.736052872,164020059,0.0000,1.0,186.1879,185.1577,37.4794
2015-07-07,206.96,208.17,204.11,208.01,184.828222549,173820249,0.0000,1.0,186.2806,185.4998,46.6873
2015-07-06,205.77,207.65,205.53,206.67,183.637559512,117975369,0.0000,1.0,186.3270,185.5670,41.5532
2015-07-02,208.07,208.27,206.81,207.32,184.21511994,104373652,0.0000,1.0,186.3885,185.7599,43.4373
2015-07-01,207.73,208.03,206.56,207.57,184.437258567,135979873,0.0000,1.0,186.4291,185.9144,44.1524
2015-06-30,207.26,207.32,205.28,205.89,182.944486998,182925106,0.0000,1.0,186.4471,186.0621,37.7592
2015-06-29,208.05,209.83,205.33,205.47,182.571294106,202621332,0.0000,1.0,186.4993,186.3739,36.0601
2015-06-26,210.29,210.58,209.16,209.9,186.507590563,104174840,0.0000,1.0,186.5254,186.7542,49.2208
2015-06-25,211.1,211.25,209.77,209.83,186.445391748,97107361,0.0000,1.0,186.5156,186.7788,48.9474
2015-06-24,211.72,212.17,210.47,210.51,187.049608811,92307318,0.0000,1.0,186.5081,186.8122,51.4458
2015-06-23,212.14,212.44,211.57,212.05,188.417982748,68476797,0.0000,1.0,186.4719,186.7884,57.6321
2015-06-22,211.91,212.59,211.64,211.89,188.275814027,70696027,0.0000,1.0,186.4012,186.6254,57.1349
2015-06-19,211.46,211.55,210.36,210.81,187.316175162,130478689,1.0301,1.0,186.3502,186.4604,53.7310
2015-06-18,211.31,213.34,210.63,212.71,188.085396775,165867949,0.0000,1.0,186.2982,186.3748,57.1063
2015-06-17,210.59,211.32,209.36,210.59,186.210820868,126708635,0.0000,1.0,186.2145,186.2038,49.9984
2015-06-16,208.93,210.35,208.72,210.25,185.910181336,85308227,0.0000,1.0,186.1560,186.2031,48.7333
2015-06-15,208.64,209.45,207.79,209.1,184.89331233,124384184,0.0000,1.0,186.1132,186.2324,44.3076
2015-06-12,210.64,211.48,209.68,209.93,185.627226482,135382369,0.0000,1.0,186.0662,186.3663,47.0284
2015-06-11,211.48,212.09,211.2,211.65,187.148108821,73876447,0.0000,1.0,185.9914,186.4402,53.3303
2015-06-10,209.37,211.41,209.3,210.96,186.537987418,134551285,0.0000,1.0,185.8990,186.3694,50.8783
2015-06-09,208.45,209.1,207.69,208.45,184.318560283,105034690,0.0000,1.0,185.8511,186.3525,40.2799
2015-06-08,209.64,209.82,208.39,208.42,184.292033265,89063330,0.0000,1.0,185.8032,186.5559,40.1365
2015-06-05,209.95,210.58,208.98,209.77,185.485749055,121704676,0.0000,1.0,185.7475,186.7823,44.6110
2015-06-04,211.07,211.86,209.75,210.13,185.804073265,151882820,0.0000,1.0,185.6766,186.9120,45.8774
2015-06-03,212.0,212.67,211.33,211.92,187.386851979,87820909,0.0000,1.0,185.6534,187.0228,52.7977
2015-06-02,211.02,212.19,210.27,211.36,186.891680985,91531012,0.0000,1.0,185.6194,186.9863,50.6345
2015-06-01,211.94,212.34,210.62,211.57,187.077370108,93338750,0.0000,1.0,185.6026,186.9958,51.4557
2015-05-29,212.38,212.43,210.82,211.14,186.697149523,124919611,0.0000,1.0,185.5497,186.9877,49.9112
2015-05-28,212.33,212.59,211.63,212.46,187.864338295,74974560,0.0000,1.0,185.5213,187.0167,54.8891
2015-05-27,211.25,212.98,210.76,212.7,188.076554436,93213981,0.0000,1.0,185.4255,186.9319,55.8291
2015-05-26,212.4,212.91,210.2,210.7,186.308086599,124308584,0.0000,1.0,185.3364,186.8175,49.0809
2015-05-22,213.04,213.54,212.91,212.99,188.332982272,57433495,0.0000,1.0,185.2343,186.8684,58.5994
2015-05-21,212.71,213.75,212.51,213.5,188.78394157,64764585,0.0000,1.0,185.1140,186.7220,61.0477
2015-05-20,213.15,213.78,212.5,212.88,188.235716541,76857530,0.0000,1.0,184.9389,186.5158,59.1196
2015-05-19,213.24,213.57,212.69,213.03,188.368351629,72114610,0.0000,1.0,184.7832,186.3438,59.7844
2015-05-18,212.24,213.4,212.16,213.1,188.430248003,74549685,0.0000,1.0,184.6844,186.1413,60.0772
2015-05-15,212.44,212.61,211.86,212.44,187.846653617,76510099,0.0000,1.0,184.5692,185.9124,58.2889
2015-05-14,211.24,212.32,210.91,212.21,187.643279816,95934006,0.0000,1.0,184.5178,185.7190,57.6754
2015-05-13,210.47,211.22,209.74,210.02,185.706807534,94667943,0.0000,1.0,184.4664,185.5266,51.3489
2015-05-12,209.61,210.63,208.62,209.98,185.671438178,119727592,0.0000,1.0,184.4694,185.5085,51.2252
2015-05-11,211.57,211.89,210.52,210.61,186.228505546,75708065,0.0000,1.0,184.4884,185.4922,53.2028
2015-05-08,210.88,211.86,210.78,211.62,187.121581804,155877260,0.0000,1.0,184.4729,185.4186,56.4469
2015-05-07,207.92,209.38,207.52,208.87,184.689938528,88244940,0.0000,1.0,184.4522,185.2483,48.5088
2015-05-06,209.56,209.93,206.76,208.04,183.956024376,135060151,0.0000,1.0,184.4845,185.3042,45.7370
2015-05-05,211.03,211.46,208.73,208.9,184.716465546,113326156,0.0000,1.0,184.5347,185.4390,48.2352
2015-05-04,211.23,212.02,211.1,211.32,186.856311628,70927235,0.0000,1.0,184.5591,185.5112,56.2656
2015-05-01,209.4,210.77,209.28,210.72,186.325771277,103399711,0.0000,1.0,184.5412,185.3767,54.5225
2015-04-30,209.88,210.35,207.62,208.46,184.327402622,161304890,0.0000,1.0,184.5118,185.2818,47.1560
2015-04-29,211.44,211.44,209.6,210.57,186.19313619,125684903,0.0000,1.0,184.5250,185.3773,54.8599
2015-04-28,210.74,211.5,209.33,211.44,186.962419699,86863531,0.0000,1.0,184.5005,185.2957,58.5204
2015-04-27,212.33,212.48,210.54,210.77,186.369982973,79358126,0.0000,1.0,184.4548,185.1290,56.4420
2015-04-24,211.66,211.97,211.11,211.65,187.148108821,61327387,0.0000,1.0,184.4058,185.0049,60.1157
2015-04-23,210.15,211.94,210.01,211.16,186.714834201,102585942,0.0000,1.0,184.3062,184.7906,58.7267
2015-04-22,210.01,210.85,208.9,210.63,186.246190225,78264616,0.0000,1.0,184.2131,184.5981,57.2308
2015-04-21,210.67,210.86,209.24,209.6,185.335429289,72559831,0.0000,1.0,184.0911,184.4333,54.2376
2015-04-20,209.06,210.25,208.96,209.85,185.556487768,92189481,0.0000,1.0,184.0035,184.3431,55.1068
2015-04-17,208.94,209.23,207.01,207.95,183.876443323,191113230,0.0000,1.0,183.9215,184.2218,49.3820
2015-04-16,210.03,210.98,209.79,210.37,186.016289406,68934864,0.0000,1.0,183.8368,184.2563,58.1525
2015-04-15,210.05,211.04,209.95,210.43,186.069343441,99529320,0.0000,1.0,183.7230,184.0803,58.3912
2015-04-14,208.85,209.71,208.1,209.49,185.238163558,75099866,0.0000,1.0,183.5568,183.8814,55.7482
2015-04-13,209.87,210.63,209.03,209.09,184.88446999,74436594,0.0000,1.0,183.3637,183.7457,54.6089
2015-04-10,209.2,210.09,208.96,210.04,185.724492213,72722915,0.0000,1.0,183.2224,183.6319,57.8962
2015-04-09,207.78,209.18,207.19,208.9,184.716465546,85548854,0.0000,1.0,183.0317,183.4226,54.8689
2015-04-08,207.55,208.51,207.08,207.98,183.902970341,89351939,0.0000,1.0,182.9070,183.2932,52.2988
2015-04-07,207.86,208.76,207.24,207.28,183.284006598,81236337,0.0000,1.0,182.8463,183.2323,50.2991
2015-04-06,206.44,208.45,205.21,207.83,183.770335253,114368155,0.0000,1.0,182.7894,183.2271,51.8861
2015-04-02,205.62,206.98,205.4,206.44,182.541250107,86900906,0.0000,1.0,182.7428,183.1728,48.0388
2015-04-01,206.43,206.43,204.51,205.7,181.886917007,137303584,0.0000,1.0,182.6676,183.2359,45.9003
2015-03-31,207.26,208.1,206.36,206.43,182.532407768,126768703,0.0000,1.0,182.5875,183.3708,47.6985
2015-03-30,206.979996,208.610001,206.960007,208.25,184.141713499,96180400,0.0000,1.0,182.4869,183.4546,52.4561
2015-03-27,205.13,205.95,204.9,205.74,181.922286364,118938966,0.0000,1.0,182.3081,183.3859,45.4939
2015-03-26,204.96,206.37,204.12,205.27,181.506696422,153067241,0.0000,1.0,182.2062,183.5323,44.0699
2015-03-25,209.07,209.35,205.71,205.76,181.939971042,159521708,0.0000,1.0,182.1340,183.7349,45.2134
2015-03-24,209.85,210.4,208.74,208.82,184.645726832,77805321,0.0000,1.0,182.0632,183.9143,53.2222
2015-03-23,210.42,211.11,210.0,210.0,185.689122856,71784536,0.0000,1.0,181.9665,183.8412,56.8265
2015-03-20,209.71,211.02,209.49,210.41,186.051658763,177715081,0.9308,1.0,181.8780,183.6564,58.0958
2015-03-19,209.96,210.47,209.03,209.5,184.431121045,117917302,0.0000,1.0,181.7190,183.4169,53.8135
2015-03-18,207.39,211.27,206.62,210.46,185.276246945,228808524,0.0000,1.0,181.5485,183.3155,56.6153
2015-03-17,207.69,208.42,206.98,207.96,183.075398245,94510422,0.0000,1.0,181.3947,183.1194,50.3664
2015-03-16,206.71,208.69,205.86,208.58,183.621208723,136099192,0.0000,1.0,181.3501,183.1238,52.0943
2015-03-13,206.77,207.93,204.58,205.83,181.200275153,162410893,0.0000,1.0,181.2966,183.0741,44.2115
2015-03-12,205.26,207.18,205.2,207.1,182.318306293,93993523,0.0000,1.0,181.3277,183.2614,47.5681
2015-03-11,205.29,205.5,204.4,204.5,180.029423645,110145718,0.0000,1.0,181.3563,183.3557,38.7244
2015-03-10,206.71,206.81,204.93,204.98,180.451986595,157121263,0.0000,1.0,181.4256,183.6884,39.8775
2015-03-09,207.74,208.79,207.55,208.36,183.427534037,89818893,0.0000,1.0,181.4748,184.0120,49.5185
2015-03-06,210.46,210.46,207.1,207.5,182.670442085,188127982,0.0000,1.0,181.4640,184.0705,46.4602
2015-03-05,210.619995,210.800003,209.850006,210.460007,185.276253108,76873000,0.0000,1.0,181.4635,184.2105,57.6157
2015-03-04,210.4,210.49,209.06,210.23,185.073768865,114497192,0.0000,1.0,181.3941,184.1039,56.8684
2015-03-03,211.47,212.05,210.08,211.12,185.857271002,110325809,0.0000,1.0,181.3135,184.0069,60.7145
2015-03-02,210.78,212.06,210.72,211.99,186.62316635,87491428,0.0000,1.0,181.1298,183.8219,64.6854
2015-02-27,211.26,211.58,210.6,210.66,185.452314841,108075972,0.0000,1.0,180.8628,183.5417,61.0711
2015-02-26,211.52,211.71,210.65,211.38,186.086159267,72697868,0.0000,1.0,180.6473,183.3507,64.3835
2015-02-25,211.66,212.24,211.22,211.63,186.306244137,73061687,0.0000,1.0,180.4433,183.0771,65.5294
2015-02-24,211.12,212.05,210.76,211.81,186.464705243,72472263,0.0000,1.0,180.2927,182.7542,66.3186
2015-02-23,210.94,211.21,210.48,211.21,185.936501555,74411054,0.0000,1.0,180.1208,182.3832,65.0145
2015-02-20,209.48,211.33,208.73,211.24,185.96291174,140896392,0.0000,1.0,180.0175,182.0278,65.1316
2015-02-19,209.41,210.42,209.24,209.98,184.853683995,91462491,0.0000,1.0,179.9161,181.6343,62.4976
2015-02-18,209.66,210.22,209.34,210.13,184.985734917,80652941,0.0000,1.0,179.8612,181.3124,63.0238
2015-02-17,209.4,210.32,209.1,210.11,184.968128127,76968199,0.0000,1.0,179.7977,180.9450,62.9853
2015-02-13,209.07,209.84,208.76,209.78,184.677616099,93670430,0.0000,1.0,179.7386,180.5427,62.3837
2015-02-12,207.89,208.99,206.97,208.92,183.920524146,97545949,0.0000,1.0,179.6714,180.1293,60.8439
2015-02-11,206.61,207.45,205.83,206.93,182.168648581,91087785,0.0000,1.0,179.5959,179.7501,57.0678
2015-02-10,205.88,207.12,204.68,206.81,182.063007844,96164183,0.0000,1.0,179.5807,179.5083,56.8347
2015-02-09,204.77,205.64,204.14,204.63,180.143867777,87219016,0.0000,1.0,179.5754,179.2528,52.4828
2015-02-06,206.56,207.24,204.92,205.55,180.953780099,125672026,0.0000,1.0,179.5991,179.1637,54.6416
2015-02-05,204.86,206.3,204.77,206.12,181.455573602,97953181,0.0000,1.0,179.6093,178.9847,55.9660
2015-02-04,203.92,205.38,203.51,204.06,179.642074274,134306728,0.0000,1.0,179.5992,178.7376,52.0671
2015-02-03,203.0,204.85,202.55,204.84,180.328739068,124212881,0.0000,1.0,179.6062,178.6471,53.7401
2015-02-02,200.05,202.03,197.86,201.92,177.758147787,163106969,0.0000,1.0,179.5932,178.4790,47.9233
2015-01-30,200.57,202.17,199.13,199.45,175.583709271,197729724,0.0000,1.0,179.6373,178.5511,42.2162
2015-01-29,200.38,202.3,198.68,201.99,177.81977155,173585424,0.0000,1.0,179.7043,178.8478,47.1503
2015-01-28,204.17,204.29,199.91,200.14,176.191143512,168514312,0.0000,1.0,179.7242,178.9506,42.6142
2015-01-27,202.97,204.12,201.74,202.74,178.48002616,134044598,0.0000,1.0,179.7759,179.2266,47.9896
2015-01-26,204.71,205.56,203.85,205.45,180.865746151,92009711,0.0000,1.0,179.7777,179.3012,54.6631
2015-01-23,205.79,206.1,204.81,204.97,180.4431832,117516753,0.0000,1.0,179.7357,179.1448,53.6019
2015-01-22,203.99,206.26,202.33,206.1,181.437966813,174356029,0.0000,1.0,179.6987,179.0149,56.4926
2015-01-21,201.5,203.66,200.94,203.08,178.779341583,122942707,0.0000,1.0,179.6305,178.7726,49.7703
2015-01-20,202.4,202.72,200.17,202.06,177.881395314,130991069,0.0000,1.0,179.6122,178.7719,47.2124
2015-01-16,198.77,201.82,198.55,201.63,177.502849338,211879605,0.0000,1.0,179.5976,178.8610,46.1386
2015-01-15,201.63,202.01,198.88,199.02,175.205163295,176613906,0.0000,1.0,179.5684,178.9968,39.1642
2015-01-14,199.65,201.1,198.57,200.86,176.824987938,192991092,0.0000,1.0,179.5974,179.3760,42.7915
2015-01-13,204.12,205.48,200.51,202.08,177.899002104,214553306,0.0000,1.0,179.5921,179.6311,45.3791
2015-01-12,204.41,204.6,201.92,202.65,178.400795607,144396067,0.0000,1.0,179.5254,179.8043,46.6017
2015-01-09,206.4,206.42,203.51,204.25,179.809338775,158567288,0.0000,1.0,179.4264,179.9446,50.1214
2015-01-08,204.01,206.16,203.99,205.9,181.261898917,147217784,0.0000,1.0,179.3045,179.9582,54.0290
2015-01-07,201.42,202.72,200.88,202.31,178.101480184,125346709,0.0000,1.0,179.1141,179.8278,45.4343
2015-01-06,202.09,202.72,198.86,199.82,175.909434879,209151408,0.0000,1.0,178.9917,180.0004,37.9644
2015-01-05,204.17,204.37,201.35,201.72,177.582079891,169632646,0.0000,1.0,178.8868,180.4095,42.0425
2015-01-02,206.38,206.88,204.18,205.43,180.848139361,121465865,0.0000,1.0,178.7093,180.6923,52.2113
2014-12-31,207.99,208.19,205.39,205.54,180.944976704,130333829,0.0000,1.0,178.4906,180.6767,52.5613
2014-12-30,208.21,208.37,207.51,207.6,182.758476033,73540761,0.0000,1.0,178.2040,180.6498,59.4973
2014-12-29,208.22,208.97,208.14,208.72,183.74445625,79643948,0.0000,1.0,177.8490,180.4390,63.7439
2014-12-26,208.31,208.85,208.25,208.44,183.497961196,57326703,0.0000,1.0,177.4358,180.1084,63.1331
2014-12-24,208.02,208.34,207.72,207.77,182.908133744,42963399,0.0000,1.0,177.0303,179.7695,61.6992
2014-12-23,208.17,208.23,207.4,207.75,182.890526955,122167931,0.0000,1.0,176.6589,179.4556,61.6579
2014-12-22,206.75,207.47,206.46,207.47,182.6440319,148318934,0.0000,1.0,176.2828,179.1121,61.1123
2014-12-19,206.43,207.33,205.61,206.52,181.807709394,245084590,1.1349,1.0,175.9663,178.7589,59.2872
2014-12-18,204.740005,212.970001,203.919998,206.779999,181.041691508,257633900,0.0000,1.0,175.7052,178.4541,57.5945
2014-12-17,198.44,202.34,198.29,201.79,176.672807361,253910092,0.0000,1.0,175.5276,178.1953,45.6206
2014-12-16,198.58,202.4,197.86,197.91,173.275758485,259543848,0.0000,1.0,175.3783,178.3476,31.6952
2014-12-15,201.98,202.53,198.78,199.51,174.676603383,189965750,0.0000,1.0,175.3499,178.8547,35.1410
2014-12-12,202.64,203.82,200.85,200.89,175.884832106,202330191,0.0000,1.0,175.2975,179.2725,38.4926
2014-12-11,203.88,206.19,203.71,204.19,178.774074706,159012805,0.0000,1.0,175.1835,179.6113,48.8349
2014-12-10,205.91,205.98,202.93,203.16,177.872280804,159856394,0.0000,1.0,175.0112,179.6950,44.5141
2014-12-09,204.37,206.6,203.91,206.47,180.770278685,125180054,0.0000,1.0,174.9037,179.8773,59.5105
2014-12-08,207.52,208.12,205.93,206.61,180.892852613,108588152,0.0000,1.0,174.7473,179.7880,60.3085
2014-12-05,207.87,208.47,207.55,208.0,182.109836618,91025470,0.0000,1.0,174.5948,179.6775,68.8155
2014-12-04,207.54,208.27,206.7,207.66,181.812157077,91316591,0.0000,1.0,174.3907,179.4343,67.7833
2014-12-03,207.3,208.15,207.1,207.89,182.013528531,68951968,0.0000,1.0,174.2488,179.1965,69.2225
2014-12-02,205.81,207.34,205.78,207.09,181.313106082,74507192,0.0000,1.0,174.0758,178.9148,66.9564
2014-12-01,206.4,206.54,205.38,205.76,180.148653762,103968354,0.0000,1.0,173.9368,178.6750,62.7190
2014-11-28,207.49,207.87,206.91,207.2,181.409414169,57890088,0.0000,1.0,173.8482,178.5276,72.0020
2014-11-26,207.29,207.76,207.03,207.64,181.794646516,62167832,0.0000,1.0,173.7375,178.2394,75.1582
2014-11-25,207.54,207.79,206.8,207.11,181.330616644,79108301,0.0000,1.0,173.6005,177.8839,73.8775
2014-11-24,207.17,207.39,206.91,207.26,181.461945853,65880759,0.0000,1.0,173.4680,177.5393,74.8922
2014-11-21,207.64,207.84,205.98,206.68,180.954139577,142327285,0.0000,1.0,173.3068,177.1470,73.5897
2014-11-20,204.26,205.71,204.18,205.58,179.991058711,72840326,0.0000,1.0,173.1584,176.7663,70.9343
2014-11-19,205.31,205.55,204.3,205.22,179.675868609,82373009,0.0000,1.0,173.0496,176.4438,70.0182
2014-11-18,204.44,205.92,204.44,205.55,179.964792869,76068107,0.0000,1.0,172.9431,176.1206,71.9484
2014-11-17,203.85,204.58,203.65,204.37,178.931669757,80440954,0.0000,1.0,172.8177,175.7362,69.1221
2014-11-14,204.1,204.49,203.72,204.24,178.817851109,80417514,0.0000,1.0,172.7352,175.4166,68.8005
2014-11-13,204.16,204.83,203.21,204.19,178.774074706,85357918,0.0000,1.0,172.6640,175.0765,68.6840
2014-11-12,203.35,204.24,203.31,203.96,178.572703252,90120295,0.0000,1.0,172.5780,174.7067,68.1765
2014-11-11,204.06,204.31,203.65,204.18,178.765319426,54499375,0.0000,1.0,172.5010,174.3201,69.1721
2014-11-10,203.38,204.04,203.13,203.98,178.590213814,66318964,0.0000,1.0,172.4221,173.8756,68.7874
2014-11-07,203.17,203.6,202.61,203.34,178.029875855,89539712,0.0000,1.0,172.3485,173.4041,67.5851
2014-11-06,202.39,203.26,201.64,203.15,177.863525523,107089076,0.0000,1.0,172.2762,172.9416,67.2372
2014-11-05,202.54,202.59,201.45,202.34,177.154347794,91708574,0.0000,1.0,172.2090,172.4494,65.7836
2014-11-04,201.23,201.6,200.06,201.07,176.042427157,93342777,0.0000,1.0,172.1575,171.9789,63.4206
2014-11-03,201.92,202.45,201.31,201.77,176.6552968,93734143,0.0000,1.0,172.1260,171.5725,65.7444
2014-10-31,201.78,201.82,200.77,201.66,176.558988713,146902554,0.0000,1.0,172.0645,171.0642,65.5602
2014-10-30,197.58,199.95,197.4,199.38,174.562784735,113329976,0.0000,1.0,172.0104,170.5148,61.5861
2014-10-29,198.55,199.12,196.8,198.11,173.450864098,142557417,0.0000,1.0,171.9862,170.1100,59.1478
2014-10-28,196.82,198.42,196.73,198.41,173.713522516,106735936,0.0000,1.0,171.9749,169.7759,59.9829
2014-10-27,195.73,196.45,195.03,196.16,171.743584379,82953689,0.0000,1.0,171.9404,169.3821,55.6189
2014-10-24,195.25,196.49,194.49,196.43,171.979976956,117927286,0.0000,1.0,171.9167,169.1460,56.3031
2014-10-23,194.62,196.2,194.26,194.93,170.666684865,154944169,0.0000,1.0,171.8890,168.8626,53.3422
2014-10-22,194.41,194.91,192.61,192.69,168.705502009,151822409,0.0000,1.0,171.8716,168.6822,48.5036
2014-10-21,191.68,194.2,191.48,194.07,169.913730733,154948579,0.0000,1.0,171.8705,168.6798,51.5626
2014-10-20,188.13,190.45,188.07,190.3,166.612989944,130010813,0.0000,1.0,171.8500,168.5564,42.3375
2014-10-17,188.42,189.75,187.62,188.47,165.010773593,214624921,0.0000,1.0,171.8857,168.7508,36.9226
